[0] stm_hospital_001 | file=935_stomach_hurt_chat.yaml | intent=complaint | kws=['去医院', '急诊', '胃镜', '检查', '看消化科'] | utt=['去医院', '看急诊', '胃镜检查'] | sibs=ws_boss_check_003(203_work_slack):老板查岗 | hd_chronic_001(936_headache_complain):一直头痛 | in_see_gastroenterology_001(III7_indigestion):{user_addr}想看消化科 | bf_seedoctor_001(MMM8_burnout_founder):该去看医生了喵 | cc_yiyuan_001(041_catch_a_cold_sick):去医院 | bl_doctor_001(III5_bloating):{user_addr}要不要看医生
[204] ldw_oucountry_002 | file=642_lucky_draw_win.yaml | intent=playful | kws=['欧皇', '欧气满满', '锦鲤', '运气炸裂', '手气棒'] | utt=['欧皇', '欧气满满', '锦鲤'] | sibs=gs_pull_card_005(169_game_session):抽卡中 | su_su_zhongjiang_003(237_sudden_surprise):中奖 | rs_lucky_003(346_redpacket_surprise):手气好 | ss_lottery_001(133_sudden_surprise):抽奖中了 | gg_oushou_001(071_game_gacha_pull):欧皇 | gpl_choukake_001(737_gacha_pull_luck):抽卡
[205] nsc_goodnight_001 | file=075_night_sleep_chat.yaml | intent=playful | kws=['晚安', '安', '睡了', '该睡了', '准备睡'] | utt=['晚安{user_addr}', '我要睡了', '{user_addr}晚安'] | sibs=gn_goodnight_001(185_goodnight_chat):晚安 | greet_night_001(00_greetings):晚安 | ln_wanan_001(253_late_night_chat):{user_addr}晚安 | sla_wanan_003(007_sleepy_already):晚安 | ser_wanan_001(370_sleep_early_remind):晚安 | ng_wanan_001(121_night_goodnight):{user_addr}晚安
[206] phs_lullaby_004 | file=616_pillow_hug_sleep.yaml | intent=question | kws=['哄睡', '讲故事', '唱歌哄睡', '睡前故事', '哄哄'] | utt=['哄我睡', '讲个故事', '唱歌哄我'] | sibs=sl_shimian_009(406_sleep_lost):陪聊到睡着 | nsc_bedstory_001(075_night_sleep_chat):给我讲故事 | nw_wanan_008(385_night_whisper):哄我睡 | ht_hum_009(600_humming_tune_share):睡前哼歌 | rdh_lullaby_010(818_random_humming):{user_addr}睡前听点啥 | wan_night_010(451_night_wanan_chat):{user_addr}陪睡
[207] kr_lianjia_001 | file=267_kiss_request.yaml | intent=playful | kws=['亲脸颊', '亲脸蛋', '脸亲', '蹭脸亲', '贴脸'] | utt=['亲脸颊', '亲脸蛋', '脸亲'] | sibs=qq_lianjin_003(308_qinqin_kiss_beg):亲脸 | kbs_cheek_003(338_kiss_beg_shy):亲脸蛋 | bcu_facerub_001(490_beg_cuddle):蹭脸 | ri_rub_face_006(193_roll_in_floor):蹭脸 | cf_cf_chenjin_005(230_counter_flirt):凑近点 | scc_metro_001(668_subway_commute_chat):地铁挤死了{user_addr}
[208] np_kuajiang_003 | file=428_need_praise.yaml | intent=playful | kws=['我可爱吗', '我好看吗', '长得好看', '我帅吗', '颜值'] | utt=['我可爱吗', '我好看吗', '我帅吗'] | sibs=sp_great_001(125_seeking_praise):{user_addr}我棒不棒 | bfp_haoke_002(013_beg_for_praise):笨猫可爱吗 | kj_zuihaokan_004(297_kuajiang_praise_beg):今天好看吗 | fb_lianhong_007(433_flirt_back_blush):我比她好吗 | pb_qiukua_003(394_praise_beg):我可爱吗 | wcp_compliment_002(463_want_compliment):{user_addr}我可爱吗
[209] toc_lazheng_001 | file=728_tease_owner_chubby.yaml | intent=playful | kws=['又懒', '懒得动', '整天躺', '沙发土豆', '不出门'] | utt=['{user_addr}懒得动', '整天躺', '沙发土豆'] | sibs=el_dont_want_002(216_exercise_lazy):懒得动 | tf_yundongbujian_005(309_tease_master_fat):不运动 | ot_ot_buyaodong_006(248_off_work_tired):不想动 | tmf_no_exercise_006(339_tease_master_fat):不运动 | mw_lazy_morning_006(153_morning_wakeup):想赖床 | mg_mg_huxipi_009(247_morning_grumpy):呼吸都累
[210] fkh_forgot_003 | file=572_forgot_keys_home.yaml | intent=complaint | kws=['进不去', '囧死', '等家人', '忘带钥匙', '锁门外'] | utt=['等家人开门', '囧死了', '快递放门口尴尬'] | sibs=fkh_forgot_009(572_forgot_keys_home):囧死了 | fkh_forgot_005(572_forgot_keys_home):快递放门口尴尬 | fkh_forgot_011(572_forgot_keys_home):{user_addr}忘带钥匙进不去家 | key_lost_003(850_keys_lost_hunt):被锁门外 | lp_plateau_001(BBB9_language_plateau):{user_addr}语言学习遇到瓶颈了 | fkh_forgot_007(572_forgot_keys_home):锁在门外了
[211] ysc_yawn_001 | file=648_yawn_sleepy_chat.yaml | intent=complaint | kws=['哈欠', '困', '犯困', '眼皮', '打瞌睡'] | utt=['{user_addr}好困啊一直打哈欠', '眼皮快撑不住了', '{user_addr}一直犯困怎么办'] | sibs=yws_yawn_005(549_yawn_morning_stretch):赖床赖到现在才起 | yws_yawn_011(549_yawn_morning_stretch):{user_addr}打了个大哈欠，眼泪都出来了 | yws_yawn_007(549_yawn_morning_stretch):刚起来伸了个懒腰咔咔响 | yws_yawn_001(549_yawn_morning_stretch):{user_addr}打了个大哈欠，眼泪都出来了 | ync_yawn_001(628_yawn_contagious):打哈欠 | gmd_yawn_001(516_good_morning_drowsy):一直打哈欠
[212] hpb_zhua_001 | file=363_head_pat_beg.yaml | intent=complaint | kws=['挠耳朵', '挠耳根', '揉耳朵', '揪耳朵', '挠后脑'] | utt=['挠耳朵', '揉耳朵', '挠耳根'] | sibs=mt_motoumiao_005(307_motoutou_pat_head):摸猫耳 | hpb_ear_rub_001(534_head_pat_beg):揉耳朵 | whp_pat_002(476_want_headpat_beg):{user_addr}摸耳朵 | hp_zhang_001(056_head_pat_request):摸耳朵 | ah_motou_003(436_ask_for_headpat):挠下巴 | hp_ear_scratch_009(157_hug_petting):挠耳朵
[213] esc_eye_008 | file=558_eye_strain_chat.yaml | intent=playful | kws=['热敷', '休息眼', '眨眨', '闭眼', '眼罩'] | utt=['热敷眼睛超舒服', '眨眨眼缓一下', '猫猫陪我闭眼一会'] | sibs=esc_eye_004(558_eye_strain_chat):眨眨眼缓一下 | esc_eye_002(558_eye_strain_chat):{user_addr}戴上眼罩了 | stm_bath_001(935_stomach_hurt_chat):冲个澡 | bl_warm_eye_008(690_blue_light_eyes):{user_addr}热敷眼 | ysc_yawn_008(648_yawn_sleepy_chat):{user_addr}让我眯一下 | esc_eye_010(558_eye_strain_chat):猫猫陪我闭眼一会
[214] msg_guilt_001 | file=968_midnight_snack_guilt.yaml | intent=playful | kws=['夜宵', '半夜吃', '凌晨饿', '夜宵罪恶', '罪恶感'] | utt=['夜宵', '半夜吃', '{user_addr}罪恶感'] | sibs=ln_night_snack_005(187_late_night):半夜饿了 | nm_yikou_001(065_night_moon_stars):深夜想吃 | frl_fridge_001(561_fridge_raid_late):{user_addr}深夜翻冰箱中 | md_yexiao_003(288_midnight_dark_chat):半夜饿了 | tf_yetan_001(270_tease_fat):吃夜宵 | lno_yexiao_003(002_late_night_owl):半夜饿了
[215] it_shimian_003 | file=445_insomnia_thinking.yaml | intent=complaint | kws=['担心未来', '焦虑明天', '想到考试', '明天要事', '紧张'] | utt=['担心未来', '焦虑明天', '想到考试'] | sibs=scp_exam_panic_001(547_study_cram_panic):考试焦虑 | mm_anxious_005(205_micro_mood):焦虑 | sct_anxious_001(094_seek_comfort):焦虑 | stc_exam_001(499_study_cram):考试焦虑 | nc_anxiety_001(127_need_comfort):好焦虑 | at_aimei_009(434_ambiguous_tease):心跳
[216] cf_alone_tired_001 | file=JJ7_chore_fight.yaml | intent=complaint | kws=['一个人累', '一个人扛', '全靠我一个人', '没人帮我', '孤军奋战'] | utt=['全靠猫猫一个人', '一个人扛太累', '没人帮我'] | sibs=rgv_silent_hurt_001(118_random_grievance):默默承受 | nl_carry_alone_001(LLL6_no_listener):都是一个人扛 | cb_alone_carry_001(NNN6_caregiver_burden):全是我一个人扛 | pp_founder_anxious_001(MMM9_pivot_pain):创始人焦虑死了 | rgv_lonely_001(118_random_grievance):孤独委屈 | bf_burnout_001(MMM8_burnout_founder):创始人 burnout 了
[217] wp_kuai_chenzan_003 | file=224_want_praise.yaml | intent=playful | kws=['称赞', '表扬', '点赞', '赞', '赞美'] | utt=['称赞我', '表扬一下', '点赞'] | sibs=bfp_kuajiang_001(013_beg_for_praise):夸夸笨猫 | np_kuajiang_001(428_need_praise):夸夸我 | dfb_kuajiang_001(366_dodge_flirt_back):夸夸笨猫 | sp_kuakua_001(125_seeking_praise):{user_addr}夸夸我 | scp_kuawo_001(722_seek_compliment):{user_addr}夸我 | stb_reward_001(914_study_burnout_vent):写完了
[218] mem_smallgood_001 | file=502_micro_emotion.yaml | intent=playful | kws=['小确幸', '小确幸时刻', '微小幸福', '一点小开心', '小温暖'] | utt=['小确幸', '微小幸福', '一点小开心'] | sibs=shs_xiaoquex_001(383_small_happiness_share):小确幸 | sh_xiaoxing_001(416_small_happy):小确幸 | sh_xiaoxin_001(046_small_happy_moment):小确幸 | me_me_xiaoqv_004(232_micro_emotion):小确幸 | me_smallhappy_001(142_micro_emotion):小确幸 | mm_small_luck_004(205_micro_mood):小确幸
[219] ppm_yanlei_001 | file=721_petty_pout_moment.yaml | intent=complaint | kws=['眼睛湿', '想哭', '鼻子酸', '泪光', '眼泪'] | utt=['眼睛湿', '{user_addr}想哭', '鼻子酸'] | sibs=wc_wc_kuxiang_002(225_want_comfort):想哭 | aw_kushikuku_004(296_anwei_comfort_seek):想哭了 | sct_cry_001(094_seek_comfort):想哭 | er_wuwu_006(158_emoji_reactions):呜呜呜 | nc_xinteng_001(263_need_comfort):想哭 | te_wuwu_002(191_text_emoji):呜呜
